X,Y,TOP_RDG,BOTTOM_RDG,VRT_GRAD
58,49.887,45459.079,45463.551,6.88
58,49.662,45458.632,45461.209,3.965
58,49.437,45458.571,45459.891,2.031
58,49.212,45458.51,45459.437,1.426
58,48.986,45458.201,45459.776,2.423
58,48.761,45458.324,45460.612,3.52
58,48.536,45458.182,45461.269,4.749
58,48.311,45458.034,45461.177,4.835
58,48.086,45458.066,45461.282,4.948
58,47.86,45457.892,45460.632,4.215
58,47.635,45457.644,45459.902,3.474
58,47.41,45457.593,45460.033,3.754
58,47.185,45457.522,45460.15,4.043
58,46.959,45457.354,45459.683,3.583
58,46.734,45457.407,45459.437,3.123
58,46.509,45457.201,45458.644,2.22
58,46.284,45457.058,45458.242,1.822
58,46.059,45457.131,45459.106,3.038
58,45.833,45456.944,45459.553,4.014
58,45.608,45457.023,45459.384,3.632
58,45.383,45457.077,45458.407,2.046
58,45.158,45456.902,45457.994,1.68
58,44.932,45456.727,45458.118,2.14
58,44.707,45456.663,45458.529,2.871
58,44.482,45456.534,45458.749,3.408
58,44.257,45456.507,45458.764,3.472
58,44.032,45456.399,45458.335,2.978
58,43.806,45456.109,45457.736,2.503
58,43.581,45455.954,45457.665,2.632
58,43.356,45455.544,45457.428,2.898
58,43.131,45455.111,45457.203,3.218
58,42.905,45454.85,45457.209,3.629
58,42.68,45454.418,45456.572,3.314
58,42.455,45454.119,45455.686,2.411
58,42.23,45453.79,45454.615,1.269
58,42.005,45453.553,45453.553,0
58,41.779,45453.346,45452.327,-1.568
58,41.554,45453.148,45451.089,-3.168
58,41.329,45453.357,45451.235,-3.265
58,41.104,45453.435,45451.47,-3.023
58,40.878,45453.656,45451.832,-2.806
58,40.653,45454.073,45452.776,-1.995
58,40.428,45454.359,45453.515,-1.298
58,40.203,45454.778,45454.21,-0.874
58,39.977,45455.706,45454.718,-1.52
58,39.752,45456.49,45454.975,-2.331
58,39.527,45457.427,45455.358,-3.183
58,39.302,45458.892,45457.285,-2.472
58,39.077,45460.107,45458.985,-1.726
58,38.851,45461.384,45460.889,-0.762
58,38.626,45462.384,45462.818,0.668
58,38.401,45463.039,45464.099,1.631
58,38.176,45463.786,45465.188,2.157
58,37.95,45464.262,45465.931,2.568
58,37.725,45464.756,45466.425,2.568
58,37.5,45464.836,45466.867,3.125
58,37.275,45464.705,45466.66,3.008
58,37.05,45464.652,45466.343,2.602
58,36.824,45464.568,45466.084,2.332
58,36.599,45464.499,45465.683,1.822
58,36.374,45464.313,45465.024,1.094
58,36.149,45463.94,45464.342,0.618
58,35.923,45463.811,45463.739,-0.111
58,35.698,45463.838,45462.942,-1.378
58,35.473,45463.951,45462.601,-2.077
58,35.248,45464.085,45462.57,-2.331
58,35.023,45464.1,45462.886,-1.868
58,34.797,45464.414,45463.733,-1.048
58,34.572,45464.56,45463.013,-2.38
58,34.347,45464.549,45458.262,-9.672
58,34.122,45465.28,45454.593,-16.442
58,33.896,45466.126,45459.395,-10.355
58,33.671,45467.26,45471.181,6.032
58,33.446,45467.774,45473.143,8.26
58,33.221,45468.053,45472.011,6.089
58,32.995,45468.012,45470.217,3.392
58,32.77,45467.68,45468.926,1.917
58,32.545,45467.404,45468.579,1.808
58,32.32,45467.096,45468.415,2.029
58,32.095,45466.712,45468.268,2.394
58,31.869,45466.476,45467.672,1.84
58,31.644,45466.24,45467.526,1.978
58,31.419,45466.084,45467.548,2.252
58,31.194,45466.126,45467.723,2.457
58,30.968,45465.932,45467.785,2.851
58,30.743,45465.753,45467.752,3.075
58,30.518,45465.817,45467.856,3.137
58,30.293,45465.434,45467.578,3.298
58,30.068,45465.342,45467.527,3.362
58,29.842,45465.199,45467.381,3.357
58,29.617,45464.942,45466.725,2.743
58,29.392,45464.535,45465.865,2.046
58,29.167,45464.199,45464.879,1.046
58,28.941,45463.828,45464.251,0.651
58,28.716,45463.759,45463.872,0.174
58,28.491,45463.724,45463.662,-0.095
58,28.266,45463.792,45463.812,0.031
58,28.041,45463.898,45463.96,0.095
58,27.815,45464.033,45464.096,0.097
58,27.59,45464.219,45464.559,0.523
58,27.365,45464.549,45465.013,0.714
58,27.14,45464.953,45465.879,1.425
58,26.914,45465.334,45466.88,2.378
58,26.689,45465.754,45467.887,3.282
58,26.464,45466.095,45468.689,3.991
58,26.239,45466.219,45468.909,4.138
58,26.014,45466.487,45469.441,4.545
58,25.788,45466.59,45469.311,4.186
58,25.563,45466.558,45467.672,1.714
58,25.338,45466.671,45463.6,-4.725
58,25.113,45466.752,45463.486,-5.025
58,24.868,45467.177,45467.743,0.871
58,24.605,45467.703,45470.959,5.009
58,24.342,45467.94,45471.31,5.185
58,24.079,45468.065,45470.785,4.185
58,23.816,45468.351,45470.515,3.329
58,23.553,45468.421,45470.243,2.803
58,23.289,45468.743,45470.537,2.76
58,23.026,45469.247,45470.784,2.365
58,22.763,45469.615,45471.386,2.725
58,22.5,45469.929,45472.34,3.709
58,22.237,45470.67,45474.05,5.2
58,21.974,45470.85,45475.122,6.572
58,21.711,45471.34,45476.133,7.374
58,21.447,45471.639,45476.679,7.754
58,21.184,45471.341,45476.04,7.229
58,20.921,45471.304,45475.545,6.525
58,20.658,45471.33,45474.834,5.391
58,20.395,45471.196,45474.432,4.978
58,20.132,45471.537,45475.278,5.755
58,19.868,45471.897,45477.318,8.34
58,19.605,45471.716,45478.313,10.149
58,19.342,45472.025,45479.796,11.955
58,19.079,45472,45480.039,12.368
58,18.816,45471.258,45478.544,11.209
58,18.553,45470.877,45477.514,10.211
58,18.289,45469.327,45474.618,8.14
58,18.026,45467.888,45471.393,5.392
58,17.763,45467.044,45468.104,1.631
58,17.5,45465.868,45465.723,-0.223
58,17.237,45465.147,45464.652,-0.762
58,16.974,45464.58,45464.168,-0.634
58,16.711,45464.003,45464.282,0.429
58,16.447,45463.714,45464.003,0.445
58,16.184,45463.452,45463.226,-0.348
58,15.921,45463.177,45462.497,-1.046
58,15.658,45463.159,45462.028,-1.74
58,15.395,45463.129,45462.424,-1.085
58,15.132,45463.044,45463.704,1.015
58,14.868,45462.976,45464.407,2.202
58,14.605,45462.851,45464.458,2.472
58,14.342,45462.608,45463.928,2.031
58,14.079,45462.489,45462.983,0.76
58,13.816,45462.342,45462.022,-0.492
58,13.553,45462.514,45461.784,-1.123
58,13.289,45462.961,45461.899,-1.634
58,13.026,45463.998,45463.679,-0.491
58,12.763,45465.207,45467.216,3.091
58,12.5,45466.93,45472.67,8.831
58,12.237,45469.037,45479.698,16.402
58,11.974,45470.253,45484.212,21.475
58,11.711,45472.322,45492.199,30.58
58,11.447,45473.887,45496.445,34.705
58,11.184,45473.7,45494.416,31.871
58,10.921,45473.856,45495.456,33.231
58,10.658,45471.712,45488.48,25.797
58,10.395,45469.698,45478.159,13.017
58,10.132,45468.877,45469.485,0.935
58,9.868,45467.744,45465.088,-4.086
58,9.605,45467.568,45465.125,-3.758
58,9.342,45468.002,45466.796,-1.855
58,9.079,45468.71,45469.492,1.203
58,8.816,45469.619,45471.989,3.646
58,8.553,45471.217,45475.113,5.994
58,8.289,45472.259,45477.813,8.545
58,8.026,45473.35,45480.152,10.465
58,7.763,45474.248,45482.369,12.494
58,7.5,45474.072,45482.1,12.351
58,7.237,45474.464,45482.554,12.446
58,6.974,45475.123,45483.11,12.288
58,6.711,45474.433,45482.049,11.717
58,6.447,45474.617,45481.823,11.086
58,6.184,45473.731,45480.41,10.275
58,5.921,45472.722,45478.812,9.369
58,5.658,45472.639,45478.101,8.403
58,5.395,45471.99,45476.782,7.372
58,5.132,45471.242,45475.452,6.477
58,4.868,45471.041,45474.927,5.978
58,4.605,45470.176,45474.473,6.611
58,4.342,45469.533,45474.114,7.048
58,4.079,45469.692,45474.494,7.388
58,3.816,45469.166,45473.907,7.294
58,3.553,45468.755,45473.31,7.008
58,3.289,45468.124,45472.68,7.009
58,3.026,45467.044,45470.867,5.882
58,2.763,45466.301,45469.795,5.375
58,2.5,45465.982,45469.754,5.803
58,2.237,45465.259,45468.795,5.44
58,1.974,45464.82,45467.715,4.454
58,1.711,45463.445,45466.052,4.011
58,1.447,45462.138,45463.942,2.775
58,1.184,45461.334,45462.004,1.031
58,0.921,45460.604,45460.037,-0.872
58,0.658,45459.883,45459.037,-1.302
58,0.395,45459.37,45458.524,-1.302
58,0.132,45458.575,45458.173,-0.618
57,0.13,45465.003,45467.136,3.282
57,0.391,45465.571,45467.927,3.625
57,0.651,45466.476,45468.837,3.632
57,0.911,45467.136,45469.878,4.218
57,1.172,45467.828,45471.816,6.135
57,1.432,45468.485,45474.164,8.737
57,1.693,45468.761,45475.308,10.072
57,1.953,45469.321,45475.36,9.291
57,2.214,45469.966,45471.046,1.662
57,2.474,45470.367,45471.211,1.298
57,2.734,45471.125,45473.918,4.297
57,2.995,45471.845,45476.091,6.532
57,3.255,45472.423,45476.895,6.88
57,3.516,45473.33,45478.452,7.88
57,3.776,45473.969,45479.792,8.958
57,4.036,45474.309,45480.554,9.608
57,4.297,45475.031,45480.506,8.423
57,4.557,45475.38,45478.843,5.328
57,4.818,45475.761,45480.142,6.74
57,5.078,45476.749,45482.842,9.374
57,5.339,45476.999,45483.409,9.862
57,5.599,45477.263,45483.769,10.009
57,5.859,45477.762,45484.594,10.511
57,6.12,45477.523,45484.337,10.483
57,6.38,45477.658,45485.048,11.369
57,6.641,45478.142,45486.12,12.274
57,6.901,45477.449,45484.983,11.591
57,7.161,45477.101,45484.605,11.545
57,7.422,45476.399,45483.532,10.974
57,7.682,45475.328,45481.863,10.054
57,7.943,45474.968,45481.09,9.418
57,8.203,45473.877,45479.157,8.123
57,8.464,45472.65,45476.916,6.563
57,8.724,45471.98,45474.989,4.629
57,8.984,45471.28,45472.475,1.838
57,9.245,45471.041,45471.288,0.38
57,9.505,45471.695,45471.026,-1.029
57,9.766,45472.639,45472.7,0.094
57,10.026,45473.547,45476.288,4.217
57,10.286,45475.174,45481.7,10.04
57,10.547,45475.02,45481.173,9.466
57,10.807,45475.112,45477.575,3.789
57,11.068,45473.763,45473.897,0.206
57,11.328,45470.82,45472.281,2.248
57,11.589,45469.197,45470.31,1.712
57,11.849,45467.703,45467.651,-0.08
57,12.109,45466.076,45464.718,-2.089
57,12.37,45464.769,45462.366,-3.697
57,12.63,45463.68,45461.064,-4.025
57,12.891,45463.271,45460.901,-3.646
57,13.151,45462.725,45460.426,-3.537
57,13.411,45462.534,45460.445,-3.214
57,13.672,45462.516,45460.643,-2.882
57,13.932,45462.621,45460.539,-3.203
57,14.193,45462.776,45460.901,-2.885
57,14.453,45463.003,45461.426,-2.426
57,14.714,45462.984,45461.584,-2.154
57,14.974,45463.159,45461.953,-1.855
57,15.234,45463.365,45462.664,-1.078
57,15.495,45463.63,45463.487,-0.22
57,15.755,45464.125,45464.053,-0.111
57,16.016,45464.49,45464.284,-0.317
57,16.276,45464.744,45464.445,-0.46
57,16.536,45465.364,45464.941,-0.651
57,16.797,45465.85,45465.696,-0.237
57,17.057,45466.568,45466.382,-0.286
57,17.318,45467.538,45467.456,-0.126
57,17.578,45468.432,45469.029,0.918
57,17.839,45469.341,45472,4.091
57,18.099,45470.12,45474.567,6.842
57,18.359,45470.661,45475.299,7.135
57,18.62,45471.134,45474.556,5.265
57,18.88,45471.299,45473.794,3.838
57,19.141,45471.464,45474.402,4.52
57,19.401,45471.52,45474.062,3.911
57,19.661,45471.248,45472.537,1.983
57,19.922,45471.305,45472.478,1.805
57,20.182,45471.546,45473.937,3.678
57,20.443,45471.382,45474.958,5.502
57,20.703,45471.536,45475.875,6.675
57,20.964,45471.763,45476.442,7.198
57,21.224,45471.345,45475.318,6.112
57,21.484,45471.125,45474.897,5.803
57,21.745,45470.865,45474.566,5.694
57,22.005,45470.094,45472.959,4.408
57,22.266,45469.538,45471.784,3.455
57,22.526,45469.184,45470.82,2.517
57,22.786,45468.599,45469.578,1.506
57,23.047,45468.258,45468.629,0.571
57,23.307,45467.968,45467.587,-0.586
57,23.568,45467.476,45466.837,-0.983
57,23.828,45467.134,45466.558,-0.886
57,24.089,45466.93,45466.631,-0.46
57,24.349,45466.661,45466.898,0.365
57,24.609,45466.416,45466.942,0.809
57,24.87,45466.422,45467.216,1.222
57,25.11,45466.126,45467.125,1.537
57,25.329,45465.952,45466.982,1.585
57,25.548,45465.807,45466.992,1.823
57,25.768,45465.499,45466.486,1.518
57,25.987,45465.158,45465.807,0.998
57,26.206,45464.929,45465.548,0.952
57,26.425,45464.459,45464.541,0.126
57,26.645,45463.962,45463.632,-0.508
57,26.864,45463.615,45462.905,-1.092
57,27.083,45463.313,45462.668,-0.992
57,27.303,45463.052,45462.491,-0.863
57,27.522,45462.832,45462.79,-0.065
57,27.741,45462.633,45462.818,0.285
57,27.961,45462.509,45461.509,-1.538
57,28.18,45462.385,45460.551,-2.822
57,28.399,45462.534,45460.394,-3.292
57,28.618,45462.66,45460.776,-2.898
57,28.838,45462.806,45461.136,-2.569
57,29.057,45462.993,45461.89,-1.697
57,29.276,45463.261,45462.612,-0.998
57,29.496,45463.47,45463.182,-0.443
57,29.715,45463.91,45463.56,-0.538
57,29.934,45464.108,45463.819,-0.445
57,30.154,45464.187,45464.125,-0.095
57,30.373,45464.32,45463.847,-0.728
57,30.592,45464.51,45463.831,-1.045
57,30.811,45464.764,45464.228,-0.825
57,31.031,45465.076,45464.634,-0.68
57,31.25,45465.293,45465.303,0.015
57,31.469,45465.577,45465.856,0.429
57,31.689,45465.909,45465.744,-0.254
57,31.908,45466.353,45466.106,-0.38
57,32.127,45466.858,45467.085,0.349
57,32.346,45467.289,45468.916,2.503
57,32.566,45467.611,45471.795,6.437
57,32.785,45468.083,45478.348,15.792
57,33.004,45467.558,45484.017,25.322
57,33.224,45466.569,45481.77,23.386
57,33.443,45465.365,45467.186,2.802
57,33.662,45464.838,45453.677,-17.171
57,33.882,45464.913,45456.381,-13.126
57,34.101,45465.177,45460.641,-6.978
57,34.32,45465.981,45463.467,-3.868
57,34.539,45466.187,45464.044,-3.297
57,34.759,45465.797,45462.406,-5.217
57,34.978,45465.54,45461.371,-6.414
57,35.197,45465.003,45460.634,-6.722
57,35.417,45464.414,45460.148,-6.563
57,35.636,45464.335,45460.774,-5.478
57,35.855,45464.239,45461.344,-4.454
57,36.075,45464.14,45462.771,-2.106
57,36.294,45464.323,45463.807,-0.794
57,36.513,45464.428,45464.169,-0.398
57,36.732,45464.588,45465.145,0.857
57,36.952,45464.662,45466.25,2.443
57,37.171,45465.497,45468.236,4.214
57,37.39,45465.353,45468.31,4.549
57,37.61,45465.238,45469.454,6.486
57,37.829,45465.241,45472.517,11.194
57,38.048,45465.835,45479.152,20.488
57,38.268,45465.159,45482.595,26.825
57,38.487,45464.035,45483.635,30.154
57,38.706,45462.086,45475.978,21.372
57,38.925,45458.807,45457.696,-1.709
57,39.145,45456.699,45449.165,-11.591
57,39.364,45455.251,45449.439,-8.942
57,39.583,45454.985,45451.163,-5.88
57,39.803,45454.406,45450.934,-5.342
57,40.022,45453.894,45450.761,-4.82
57,40.241,45453.667,45450.801,-4.409
57,40.461,45453.191,45450.412,-4.275
57,40.68,45452.685,45449.986,-4.152
57,40.899,45452.549,45449.606,-4.528
57,41.118,45451.976,45447.667,-6.629
57,41.338,45451.761,45446.361,-8.308
57,41.557,45451.974,45447.269,-7.238
57,41.776,45451.794,45447.104,-7.215
57,41.996,45451.87,45447.068,-7.388
57,42.215,45452.482,45448.792,-5.677
57,42.434,45452.965,45451.347,-2.489
57,42.654,45453.899,45454.146,0.38
57,42.873,45454.707,45455.934,1.888
57,43.092,45455.26,45457.308,3.151
57,43.311,45455.756,45457.095,2.06
57,43.531,45455.996,45456.645,0.998
57,43.75,45456.081,45456.997,1.409
57,43.969,45456.19,45457.241,1.617
57,44.189,45456.049,45456.512,0.712
57,44.408,45455.946,45455.348,-0.92
57,44.627,45455.664,45454.179,-2.285
57,44.846,45455.492,45453.938,-2.391
57,45.066,45455.305,45453.419,-2.902
57,45.285,45455.221,45453.005,-3.409
57,45.504,45455.113,45452.344,-4.26
57,45.724,45454.821,45451.1,-5.725
57,45.943,45454.891,45451.615,-5.04
57,46.162,45455.222,45454.192,-1.585
57,46.382,45455.627,45454.084,-2.374
57,46.601,45456.026,45453.378,-4.074
57,46.82,45456.221,45454.614,-2.472
57,47.039,45456.495,45456.237,-0.397
57,47.259,45456.808,45457.167,0.552
57,47.478,45457.118,45457.284,0.255
57,47.697,45457.335,45457.438,0.158
57,47.917,45457.582,45457.211,-0.571
57,48.136,45457.614,45457.077,-0.826
57,48.355,45457.738,45456.976,-1.172
57,48.575,45457.951,45457.125,-1.271
57,48.794,45458.046,45457.974,-0.111
57,49.013,45458.314,45458.819,0.777
57,49.232,45458.502,45459.966,2.252
57,49.452,45458.426,45460.19,2.714
57,49.671,45458.284,45459.098,1.252
57,49.89,45458.035,45447.472,-16.251
56,49.887,45457.696,45459.685,3.06
56,49.662,45457.901,45459.726,2.808
56,49.437,45458.056,45460.128,3.188
56,49.212,45457.851,45460.283,3.742
56,48.986,45457.873,45460.651,4.274
56,48.761,45457.427,45459.89,3.789
56,48.536,45456.879,45458.776,2.918
56,48.311,45456.42,45457.728,2.012
56,48.086,45456.157,45456.229,0.111
56,47.86,45455.763,45455.156,-0.934
56,47.635,45455.366,45454.202,-1.791
56,47.41,45455.036,45453.933,-1.697
56,47.185,45454.738,45453.315,-2.189
56,46.959,45454.52,45452.14,-3.662
56,46.734,45454.474,45452.167,-3.549
56,46.509,45454.523,45452.317,-3.394
56,46.284,45454.555,45452.504,-3.155
56,46.059,45454.808,45453.591,-1.872
56,45.833,45454.996,45454.13,-1.332
56,45.608,45455.246,45454.629,-0.949
56,45.383,45455.573,45455.253,-0.492
56,45.158,45455.669,45455.617,-0.08
56,44.932,45455.853,45456.255,0.618
56,44.707,45455.839,45457.509,2.569
56,44.482,45456.06,45460.764,7.237
56,44.257,45455.923,45461.375,8.388
56,44.032,45455.428,45458.581,4.851
56,43.806,45454.781,45456.779,3.074
56,43.581,45453.814,45453.711,-0.158
56,43.356,45452.901,45449.305,-5.532
56,43.131,45451.636,45439.268,-19.028
56,42.905,45450.595,45425.481,-38.637
56,42.68,45451.15,45432.983,-27.949
56,42.455,45451.173,45437.569,-20.929
56,42.23,45451.956,45443.846,-12.477
56,42.005,45453.076,45448.48,-7.071
56,41.779,45453.615,45450.347,-5.028
56,41.554,45454.706,45452.448,-3.474
56,41.329,45455.737,45454.357,-2.123
56,41.104,45456.459,45455.708,-1.155
56,40.878,45457.482,45457.41,-0.111
56,40.653,45458.393,45458.6,0.318
56,40.428,45459.189,45459.621,0.665
56,40.203,45460.187,45461.053,1.332
56,39.977,45461.066,45462.252,1.825
56,39.752,45462.215,45463.964,2.691
56,39.527,45463.448,45466.117,4.106
56,39.302,45464.352,45467.887,5.438
56,39.077,45465.26,45469.764,6.929
56,38.851,45465.838,45470.737,7.537
56,38.626,45466.003,45470.825,7.418
56,38.401,45466.538,45471.31,7.342
56,38.176,45466.765,45471.351,7.055
56,37.95,45466.733,45471.176,6.835
56,37.725,45466.981,45471.396,6.792
56,37.5,45466.579,45470.712,6.358
56,37.275,45466.24,45469.657,5.257
56,37.05,45466.373,45468.631,3.474
56,36.824,45466.488,45466.406,-0.126
56,36.599,45467.259,45463.682,-5.503
56,36.374,45469.001,45460.571,-12.969
56,36.149,45472.289,45464.23,-12.398
56,35.923,45476.319,45476.452,0.205
56,35.698,45483.677,45512.977,45.077
56,35.473,45486.022,45559.045,112.343
56,35.248,45488.057,45577.405,137.458
56,35.023,45488.026,45557.744,107.258
56,34.797,45481.123,45516.644,54.648
56,34.572,45476.535,45494.54,27.7
56,34.347,45473.908,45481.144,11.132
56,34.122,45470.021,45473.371,5.154
56,33.896,45468.226,45470.185,3.014
56,33.671,45467.125,45468.579,2.237
56,33.446,45466.096,45467.631,2.362
56,33.221,45465.559,45466.897,2.058
56,32.995,45465.023,45466.292,1.952
56,32.77,45464.529,45466.127,2.458
56,32.545,45464.435,45466.187,2.695
56,32.32,45464.416,45466.27,2.852
56,32.095,45464.304,45466.064,2.708
56,31.869,45464.322,45465.92,2.458
56,31.644,45464.191,45466.127,2.978
56,31.419,45464.108,45467.622,5.406
56,31.194,45464.042,45469.309,8.103
56,30.968,45463.553,45465.076,2.343
56,30.743,45463.25,45463.55,0.462
56,30.518,45463.118,45463.271,0.235
56,30.293,45462.812,45463.522,1.092
56,30.068,45462.696,45463.5,1.237
56,29.842,45462.476,45463.177,1.078
56,29.617,45462.333,45462.962,0.968
56,29.392,45462.143,45462.576,0.666
56,29.167,45462.046,45461.994,-0.08
56,28.941,45461.947,45461.618,-0.506
56,28.716,45462.063,45461.446,-0.949
56,28.491,45462.048,45461.398,-1
56,28.266,45462.168,45461.87,-0.458
56,28.041,45462.406,45462.281,-0.192
56,27.815,45462.622,45462.725,0.158
56,27.59,45462.802,45463.45,0.997
56,27.365,45463.081,45463.689,0.935
56,27.14,45463.398,45463.976,0.889
56,26.914,45463.748,45464.109,0.555
56,26.689,45464.159,45464.416,0.395
56,26.464,45464.569,45464.6,0.048
56,26.239,45465.002,45465.445,0.682
56,26.014,45465.283,45466.127,1.298
56,25.788,45465.742,45466.753,1.555
56,25.563,45466.087,45467.323,1.902
56,25.338,45466.325,45467.562,1.903
56,25.113,45466.585,45467.666,1.663
56,24.87,45466.59,45467.631,1.602
56,24.609,45466.766,45467.56,1.222
56,24.349,45466.97,45467.382,0.634
56,24.089,45467.289,45467.176,-0.174
56,23.828,45467.598,45467.351,-0.38
56,23.568,45468.126,45467.806,-0.492
56,23.307,45468.576,45469.43,1.314
56,23.047,45469.106,45470.837,2.663
56,22.786,45469.704,45471.793,3.214
56,22.526,45470.027,45472.183,3.317
56,22.266,45470.31,45472.732,3.726
56,22.005,45470.846,45473.639,4.297
56,21.745,45470.795,45473.927,4.818
56,21.484,45470.893,45473.898,4.623
56,21.224,45471.072,45473.762,4.138
56,20.964,45470.97,45473.134,3.329
56,20.703,45471.087,45473.331,3.452
56,20.443,45471.485,45475.834,6.691
56,20.182,45471.314,45477.037,8.805
56,19.922,45471.311,45477.277,9.178
56,19.661,45471.453,45477.287,8.975
56,19.401,45470.825,45475.968,7.912
56,19.141,45470.269,45474.711,6.834
56,18.88,45469.892,45473.938,6.225
56,18.62,45468.92,45472.197,5.042
56,18.359,45468.268,45469.668,2.154
56,18.099,45467.681,45467.527,-0.237
56,17.839,45466.97,45466.517,-0.697
56,17.578,45466.693,45466.363,-0.508
56,17.318,45466.413,45466.444,0.048
56,17.057,45466.085,45467.044,1.475
56,16.797,45465.952,45466.993,1.602
56,16.536,45465.847,45466.712,1.331
56,16.276,45465.673,45466.497,1.268
56,16.016,45465.59,45466.487,1.38
56,15.755,45465.476,45466.641,1.792
56,15.495,45465.333,45466.517,1.822
56,15.234,45465.313,45466.354,1.602
56,14.974,45465.189,45466.177,1.52
56,14.714,45464.91,45465.219,0.475
56,14.453,45464.982,45463.344,-2.52
56,14.193,45465.189,45464.387,-1.234
56,13.932,45465.393,45465.219,-0.268
56,13.672,45465.685,45465.984,0.46
56,13.411,45465.888,45467.589,2.617
56,13.151,45466.147,45468.414,3.488
56,12.891,45466.497,45469.053,3.932
56,12.63,45466.435,45468.805,3.646
56,12.37,45466.404,45468.442,3.135
56,12.109,45466.468,45468.289,2.802
56,11.849,45466.31,45467.609,1.998
56,11.589,45466.188,45466.641,0.697
56,11.328,45465.847,45465.013,-1.283
56,11.068,45465.673,45463.553,-3.262
56,10.807,45465.682,45462.127,-5.469
56,10.547,45466.035,45460.862,-7.958
56,10.286,45467.061,45462.959,-6.311
56,10.026,45468.054,45465.6,-3.775
56,9.766,45469.275,45468.863,-0.634
56,9.505,45470.681,45472.062,2.125
56,9.245,45471.824,45474.133,3.552
56,8.984,45473.096,45476.06,4.56
56,8.724,45474.009,45477.39,5.202
56,8.464,45475.081,45478.869,5.828
56,8.203,45476.463,45480.802,6.675
56,7.943,45477.019,45481.77,7.309
56,7.682,45477.85,45483.079,8.045
56,7.422,45478.627,45484.367,8.831
56,7.161,45478.616,45484.553,9.134
56,6.901,45479.297,45485.614,9.718
56,6.641,45479.74,45486.346,10.163
56,6.38,45479.569,45486.105,10.055
56,6.12,45480.523,45487.212,10.291
56,5.859,45480.547,45487.484,10.672
56,5.599,45479.946,45486.79,10.529
56,5.339,45479.884,45486.934,10.846
56,5.078,45479.214,45486.006,10.449
56,4.818,45478.823,45484.718,9.069
56,4.557,45478.56,45483.769,8.014
56,4.297,45477.896,45483.388,8.449
56,4.036,45476.772,45484.584,12.018
56,3.776,45476.535,45491.077,22.372
56,3.516,45475.236,45485.223,15.365
56,3.255,45474.031,45474.906,1.346
56,2.995,45473.608,45465.353,-12.7
56,2.734,45473.186,45467.343,-8.989
56,2.474,45473.102,45476.751,5.614
56,2.214,45473.37,45479.08,8.785
56,1.953,45472.866,45477.349,6.897
56,1.693,45472.412,45476.503,6.294
56,1.432,45472.028,45475.877,5.922
56,1.172,45470.671,45472.031,2.092
56,0.911,45469.881,45468.023,-2.858
56,0.651,45469.344,45466.971,-3.651
56,0.391,45468.965,45470.131,1.794
56,0.13,45468.932,45471.722,4.292
55,0.123,45470.157,45464.881,-8.117
55,0.368,45471.237,45472.288,1.617
55,0.613,45472.206,45485.408,20.311
55,0.858,45473.175,45494.519,32.837
55,1.103,45473.455,45483.707,15.772
55,1.348,45473.587,45478.163,7.04
55,1.593,45474.103,45477.665,5.48
55,1.838,45474.01,45478.668,7.166
55,2.083,45473.752,45477.689,6.057
55,2.328,45473.722,45474.618,1.378
55,2.574,45473.896,45472.546,-2.077
55,2.819,45474.371,45473.557,-1.252
55,3.064,45475.267,45476.092,1.269
55,3.309,45476.091,45478.761,4.108
55,3.554,45476.697,45480.31,5.558
55,3.799,45477.586,45481.657,6.263
55,4.044,45478.349,45482.358,6.168
55,4.289,45478.499,45482.647,6.382
55,4.534,45479.071,45483.429,6.705
55,4.779,45479.425,45484.108,7.205
55,5.025,45479.307,45484.172,7.485
55,5.27,45479.843,45485.089,8.071
55,5.515,45479.709,45484.862,7.928
55,5.76,45479.554,45484.295,7.294
55,6.005,45479.796,45484.118,6.649
55,6.25,45479.286,45483.378,6.295
55,6.495,45478.73,45482.791,6.248
55,6.74,45478.545,45482.729,6.437
55,6.985,45477.71,45482.018,6.628
55,7.23,45476.996,45481.082,6.286
55,7.475,45476.554,45480.547,6.143
55,7.721,45475.308,45479.111,5.851
55,7.966,45474.206,45477.607,5.232
55,8.211,45473.34,45476.319,4.583
55,8.456,45471.828,45474.165,3.595
55,8.701,45470.784,45472.557,2.728
55,8.946,45469.426,45470.6,1.806
55,9.191,45467.784,45467.794,0.015
55,9.436,45466.435,45464.807,-2.505
55,9.681,45464.972,45460.68,-6.603
55,9.926,45464.25,45458.314,-9.132
55,10.172,45463.706,45457.241,-9.946
55,10.417,45463.315,45457.678,-8.672
55,10.662,45463.701,45460.309,-5.218
55,10.907,45464.038,45462.257,-2.74
55,11.152,45464.322,45463.796,-0.809
55,11.397,45464.941,45464.765,-0.271
55,11.642,45465.221,45465.467,0.378
55,11.887,45465.622,45466.199,0.888
55,12.132,45465.763,45466.939,1.809
55,12.377,45465.858,45467.59,2.665
55,12.623,45465.91,45468.373,3.789
55,12.868,45465.766,45467.722,3.009
55,13.113,45465.652,45466.899,1.918
55,13.358,45465.51,45465.932,0.649
55,13.603,45465.331,45465.29,-0.063
55,13.848,45465.249,45465.126,-0.189
55,14.093,45465.157,45464.766,-0.602
55,14.338,45465.219,45464.673,-0.84
55,14.583,45465.313,45464.881,-0.665
55,14.828,45465.364,45465.292,-0.111
55,15.074,45465.445,45465.61,0.254
55,15.319,45465.55,45465.633,0.128
55,15.564,45465.508,45465.343,-0.254
